title,date,subpage_url,Therapy class,Product Name,INN,Initial Approval,Cancer,Marketing authorisation holder,CHMP Opinion Date,Decision date,Therapy Area,Orphan,Recommendation
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 23-26 January 2023,27 January 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-23-26-january-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 23-26 January 2023,27 January 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-23-26-january-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 23-26 January 2023,27 January 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-23-26-january-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 23-26 January 2023,27 January 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-23-26-january-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 23-26 January 2023,27 January 2023,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-23-26-january-2023,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 December 2022,16 December 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-december-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 December 2022,16 December 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-december-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 December 2022,16 December 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-december-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 December 2022,16 December 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-december-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 December 2022,16 December 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-december-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 December 2022,16 December 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-december-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 December 2022,16 December 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-december-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 December 2022,16 December 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-december-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 December 2022,16 December 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-december-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 December 2022,16 December 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-december-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 December 2022,16 December 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-december-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 7-10 November 2022,11 November 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-7-10-november-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 7-10 November 2022,11 November 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-7-10-november-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 7-10 November 2022,11 November 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-7-10-november-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 7-10 November 2022,11 November 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-7-10-november-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 7-10 November 2022,11 November 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-7-10-november-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 7-10 November 2022,11 November 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-7-10-november-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 7-10 November 2022,11 November 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-7-10-november-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 7-10 November 2022,11 November 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-7-10-november-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 7-10 November 2022,11 November 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-7-10-november-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 7-10 November 2022,11 November 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-7-10-november-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 10-13 October 2022,14 October 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-10-13-october-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 10-13 October 2022,14 October 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-10-13-october-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 10-13 October 2022,14 October 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-10-13-october-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 10-13 October 2022,14 October 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-10-13-october-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 10-13 October 2022,14 October 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-10-13-october-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 10-13 October 2022,14 October 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-10-13-october-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 10-13 October 2022,14 October 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-10-13-october-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 10-13 October 2022,14 October 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-10-13-october-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 10-13 October 2022,14 October 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-10-13-october-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 September 2022,22 September 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-september-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 September 2022,22 September 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-september-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 September 2022,22 September 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-september-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 September 2022,22 September 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-september-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 September 2022,22 September 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-september-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 September 2022,22 September 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-september-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 September 2022,22 September 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-september-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 September 2022,22 September 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-september-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 September 2022,22 September 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-september-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 September 2022,22 September 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-september-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 September 2022,22 September 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-september-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 September 2022,22 September 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-september-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 September 2022,22 September 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-september-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 September 2022,22 September 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-september-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 September 2022,22 September 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-september-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 12-15 September 2022,22 September 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-12-15-september-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 18-21 July 2022,22 July 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-18-21-july-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 18-21 July 2022,22 July 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-18-21-july-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 18-21 July 2022,22 July 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-18-21-july-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 18-21 July 2022,22 July 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-18-21-july-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 18-21 July 2022,22 July 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-18-21-july-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 18-21 July 2022,22 July 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-18-21-july-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 18-21 July 2022,22 July 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-18-21-july-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 18-21 July 2022,22 July 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-18-21-july-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 18-21 July 2022,22 July 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-18-21-july-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 18-21 July 2022,22 July 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-18-21-july-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 18-21 July 2022,22 July 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-18-21-july-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 18-21 July 2022,22 July 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-18-21-july-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 18-21 July 2022,22 July 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-18-21-july-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 18-21 July 2022,22 July 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-18-21-july-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 24-27 January 2022,5 July 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-24-27-january-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 24-27 January 2022,5 July 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-24-27-january-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 24-27 January 2022,5 July 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-24-27-january-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 24-27 January 2022,5 July 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-24-27-january-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 24-27 January 2022,5 July 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-24-27-january-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 24-27 January 2022,5 July 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-24-27-january-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 24-27 January 2022,5 July 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-24-27-january-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 24-27 January 2022,5 July 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-24-27-january-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 20-23 June 2022,24 June 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-20-23-june-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 20-23 June 2022,24 June 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-20-23-june-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 20-23 June 2022,24 June 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-20-23-june-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 20-23 June 2022,24 June 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-20-23-june-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 20-23 June 2022,24 June 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-20-23-june-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 20-23 June 2022,24 June 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-20-23-june-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 20-23 June 2022,24 June 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-20-23-june-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 20-23 June 2022,24 June 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-20-23-june-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 20-23 June 2022,24 June 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-20-23-june-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 20-23 June 2022,24 June 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-20-23-june-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 20-23 June 2022,24 June 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-20-23-june-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 20-23 June 2022,24 June 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-20-23-june-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 20-23 June 2022,24 June 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-20-23-june-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 16-19 May 2022,20 May 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-16-19-may-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 16-19 May 2022,20 May 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-16-19-may-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 16-19 May 2022,20 May 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-16-19-may-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 16-19 May 2022,20 May 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-16-19-may-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 16-19 May 2022,20 May 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-16-19-may-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 16-19 May 2022,20 May 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-16-19-may-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 16-19 May 2022,20 May 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-16-19-may-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 16-19 May 2022,20 May 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-16-19-may-2022,N/A,N/A,N/A,Extension,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 19-22 April 2022,22 April 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-19-22-april-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 19-22 April 2022,22 April 2022,https://www.ema.europa.eu/en/news/meeting-highlights-committee-medicinal-products-human-use-chmp-19-22-april-2022,N/A,N/A,N/A,Initial approval,N/A,N/A,N/A,N/A,N/A,N/A,Positive
